T (BPM),alonso2004/ismir2004_corr,alonso2004/ismir2004_spec,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,dixon2001/ismir2004_indu,dixon2001/ismir2004_trac,dixon2003/ismir2004_auco,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/ismir2004,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/ismir2004,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_msum,uhle2004/ismir2004,zplane/auftakt_v3
21.0,1.0548384126410055,0.04710943015144714,0.016010471751354182,1.0569353132774975,1.1973731253027464,1.1899597425521335,1.0911478880581955,0.8496802299343107,0.020758560166797176,1.0412226627265129,1.0174038076961622,1.0614005446641432,0.02228700697636827,0.026957057889876714,1.0299521480280887,0.02775697207022551,0.02775697207022551,0.02775697207022551,0.04122266272651288,0.04122266272651288,0.04122266272651288,1.845671853608706,1.1298802825469099,1.0614005446641432,0.04122266272651288,1.0361337860537132
22.0,1.0548384126410055,0.04710943015144714,0.016010471751354182,1.0569353132774975,1.1973731253027464,1.1899597425521335,1.0911478880581955,0.8496802299343107,0.020758560166797176,1.0412226627265129,1.0174038076961622,1.0614005446641432,0.02228700697636827,0.026957057889876714,1.0299521480280887,0.02775697207022551,0.02775697207022551,0.02775697207022551,0.04122266272651288,0.04122266272651288,0.04122266272651288,1.845671853608706,1.1298802825469099,1.0614005446641432,0.04122266272651288,1.0361337860537132
23.0,1.0548384126410055,0.04710943015144714,0.016010471751354182,1.0569353132774975,1.1973731253027464,1.1899597425521335,1.0911478880581955,0.8496802299343107,0.020758560166797176,1.0412226627265129,1.0174038076961622,1.0614005446641432,0.02228700697636827,0.026957057889876714,1.0299521480280887,0.02775697207022551,0.02775697207022551,0.02775697207022551,0.04122266272651288,0.04122266272651288,0.04122266272651288,1.845671853608706,1.1298802825469099,1.0614005446641432,0.04122266272651288,1.0361337860537132
24.0,1.0548384126410055,0.04710943015144714,0.016010471751354182,1.0569353132774975,1.1973731253027464,1.1899597425521335,1.0911478880581955,0.8496802299343107,0.020758560166797176,1.0412226627265129,1.0174038076961622,1.0614005446641432,0.02228700697636827,0.026957057889876714,1.0299521480280887,0.02775697207022551,0.02775697207022551,0.02775697207022551,0.04122266272651288,0.04122266272651288,0.04122266272651288,1.845671853608706,1.1298802825469099,1.0614005446641432,0.04122266272651288,1.0361337860537132
25.0,1.0548384126410055,0.04710943015144714,0.016010471751354182,1.0569353132774975,1.1973731253027464,1.1899597425521335,1.0911478880581955,0.8496802299343107,0.020758560166797176,1.0412226627265129,1.0174038076961622,1.0614005446641432,0.02228700697636827,0.026957057889876714,1.0299521480280887,0.02775697207022551,0.02775697207022551,0.02775697207022551,0.04122266272651288,0.04122266272651288,0.04122266272651288,1.845671853608706,1.1298802825469099,1.0614005446641432,0.04122266272651288,1.0361337860537132
26.0,0.5651232595264392,0.05523557109886878,0.5022718432629036,1.0569328008300847,1.1585767538934775,1.1899597425521335,1.058810049709693,0.4347123455748244,0.21789802972282046,0.5206113313632564,0.5109360873075631,0.5307002723320716,0.020852567074167376,0.14826240593967663,0.6510715000087253,0.01837108547876109,0.020918238011387563,0.020918238011387563,0.12076065660617204,0.030561110082108836,0.23807985972153078,1.525393141756659,0.7774509351991878,0.9787823668398017,0.5071278075631217,0.5200734242801682
27.0,0.5651232595264392,0.05523557109886878,0.5022718432629036,1.0569328008300847,1.1585767538934775,1.1899597425521335,1.058810049709693,0.4347123455748244,0.21789802972282046,0.5206113313632564,0.5109360873075631,0.5307002723320716,0.020852567074167376,0.14826240593967663,0.6510715000087253,0.01837108547876109,0.020918238011387563,0.020918238011387563,0.12076065660617204,0.030561110082108836,0.23807985972153078,1.525393141756659,0.7774509351991878,0.9787823668398017,0.5071278075631217,0.5200734242801682
28.0,0.40732023176988097,0.19966157590781003,0.2757709875295738,0.5366352363018594,0.953343550484943,0.4844032219893261,0.671361824655591,0.39157706437721984,0.14000722331811988,0.2927704637084688,0.27316295301123544,0.3792693723711638,0.03797373425227885,0.12002442840226131,0.49056540929603987,0.13999662331289742,0.042766410541034645,0.042766410541034645,0.13391978712037375,0.041294293013356506,0.1385207900457626,1.2997117347578961,0.8532658025461576,0.9827106584797483,0.3909263366775996,0.28652536384360044
29.0,0.33065646003799365,0.18834698214610263,0.22221534817436517,0.4370578526789193,0.9318615324016681,0.3877374235999106,0.5395451256801602,0.3525441767606553,0.11950071973822847,0.24152154617179783,0.22294504475697993,0.30341549789693106,0.03924991950041063,0.10294215023389211,0.39809119666282394,0.11783160077584905,0.0412825190465318,0.0412825190465318,0.18283815434704492,0.10873775906143116,0.11812180724163286,1.138960886738799,0.8486276417484637,0.8109662702388893,0.3127410693420797,0.23556206302034796
30.0,0.33065646003799365,0.18834698214610263,0.22221534817436517,0.4370578526789193,0.9318615324016681,0.3877374235999106,0.5395451256801602,0.3525441767606553,0.11950071973822847,0.24152154617179783,0.22294504475697993,0.30341549789693106,0.03924991950041063,0.10294215023389211,0.39809119666282394,0.11783160077584905,0.0412825190465318,0.0412825190465318,0.18283815434704492,0.10873775906143116,0.11812180724163286,1.138960886738799,0.8486276417484637,0.8109662702388893,0.3127410693420797,0.23556206302034796
31.0,0.33065646003799365,0.18834698214610263,0.22221534817436517,0.4370578526789193,0.9318615324016681,0.3877374235999106,0.5395451256801602,0.3525441767606553,0.11950071973822847,0.24152154617179783,0.22294504475697993,0.30341549789693106,0.03924991950041063,0.10294215023389211,0.39809119666282394,0.11783160077584905,0.0412825190465318,0.0412825190465318,0.18283815434704492,0.10873775906143116,0.11812180724163286,1.138960886738799,0.8486276417484637,0.8109662702388893,0.3127410693420797,0.23556206302034796
32.0,0.39211854359208126,0.21653273853325697,0.18694878084325783,0.37040001169721465,0.7811301204787248,0.3342138682215969,0.5355393674727483,0.29468043852043774,0.10230736441950787,0.20399138644748235,0.18748665280343693,0.2530024821817643,0.034407482719525206,0.08924726065292632,0.335183587269757,0.1005828736145248,0.036791972173427105,0.036791972173427105,0.15252136255685922,0.09077103315218106,0.09859107330234916,1.033712948510711,0.8324526905685886,0.7603841014274529,0.41268434595244524,0.20193972160941429
33.0,0.34242716551908653,0.1894207775210968,0.16239388540024868,0.3178034154504425,0.6936730395068051,0.2811843456135808,0.4606252517773843,0.3019434941906737,0.09091239359544796,0.17645365344402117,0.17432222883460718,0.223152867595503,0.030457781103901738,0.11368939767944472,0.28740089538827734,0.14713328084024782,0.03316429721444092,0.03316429721444092,0.1307325964773079,0.0842955956677505,0.13596028629406004,1.0139915758927902,0.745984803901908,0.6611275643131849,0.3834353343933684,0.2067698762639932
34.0,0.22369195766543334,0.21313933541603838,0.18679112100839776,0.19461476581259995,0.6097230252074815,0.09942926622587023,0.3555381457305824,0.21065403823340087,0.10260469916688975,0.032325485230272545,0.03380863235768136,0.08344492141739633,0.031819576791823984,0.12814478764437273,0.1636423532816421,0.1670293323019182,0.03406551807181016,0.03406551807181016,0.14565091876910707,0.09147441782462344,0.15174989022198457,0.8753781962734708,0.6820022241277409,0.5944154009213584,0.4404707796711777,0.06854255796570662
35.0,0.20184779267685016,0.19224561844813676,0.1430368177127891,0.17428749246599257,0.570083273559498,0.12914517506542547,0.3247148783882698,0.2311040554603036,0.131073451186365,0.02847704630767428,0.02871812825912787,0.0768153271963886,0.026447378871100234,0.10610057769836105,0.13066460362238688,0.12991135162338813,0.03027416868971096,0.03027416868971096,0.1094634703077629,0.06883109459940018,0.11403769889742102,0.875369583849243,0.69193023524516,0.6398411498822085,0.3730790388718627,0.05559580717112981
36.0,0.18329460582219376,0.17256750044315755,0.1279945684642837,0.15647818501954988,0.5183564889461771,0.14601388449415711,0.3392579678537039,0.25162482667609365,0.11897313117117221,0.02600504418244476,0.025658224455632237,0.06897240497241304,0.024085556481651678,0.09500144789448697,0.11621986835262033,0.11602841524204527,0.027462030412109987,0.027462030412109987,0.09799297662696797,0.061875309330645556,0.10205895759555299,0.8610511726264287,0.668209393544063,0.5925139984712848,0.35233870685963214,0.050286859493510944
37.0,0.18329460582219376,0.17256750044315755,0.1279945684642837,0.15647818501954988,0.5183564889461771,0.14601388449415711,0.3392579678537039,0.25162482667609365,0.11897313117117221,0.02600504418244476,0.025658224455632237,0.06897240497241304,0.024085556481651678,0.09500144789448697,0.11621986835262033,0.11602841524204527,0.027462030412109987,0.027462030412109987,0.09799297662696797,0.061875309330645556,0.10205895759555299,0.8610511726264287,0.668209393544063,0.5925139984712848,0.35233870685963214,0.050286859493510944
38.0,0.177893446934471,0.1739840463028291,0.1186012952252186,0.1635158955000933,0.4938682847158923,0.20980671528133366,0.30977158300417884,0.2562298353209031,0.12981686766436223,0.03495226150619387,0.048327056938040056,0.08171488575552208,0.02279020617065721,0.09624924760436179,0.12602068370263314,0.11015437251601408,0.026551796179625643,0.026551796179625643,0.10239557945151397,0.06723550013957458,0.13537459995764506,0.8462178601557386,0.6701940535581827,0.6045344034161092,0.3908013955902895,0.06521131989692344
39.0,0.26257476873883057,0.18894052545741646,0.10064670196894455,0.18315114577224256,0.43629959222519,0.2826458781334517,0.30498636597808276,0.2627731288877615,0.1112331165847422,0.032179278119601896,0.05126041374944846,0.09862914947177126,0.02388905243891391,0.1031186136110177,0.14099164050623797,0.12895047323385675,0.02578071752450783,0.02578071752450783,0.10440639402017293,0.0607170056501694,0.17073481835945337,0.7752072710575827,0.5765259318665047,0.5202091740371789,0.3495944083512273,0.09471388226879819
40.0,0.30517674460479655,0.19461124586228098,0.08967665310957633,0.16523506904906046,0.38815177093967934,0.2674914965975676,0.29406841783479204,0.22755253395816313,0.09637835490800155,0.029653605487532347,0.04570285098255224,0.10477615155601216,0.021253219401756143,0.08991395898570043,0.14110750290170918,0.1125083539794899,0.02506801349488494,0.02506801349488494,0.11982602839675986,0.05412502953296779,0.14841549712169072,0.716690749590228,0.5365144790669178,0.49974691860956516,0.3418923694381453,0.08284378083698807
41.0,0.2996114402180016,0.19368500326542612,0.08004090846836215,0.15977496360583981,0.36971747711649827,0.2644349328237178,0.2916630888955255,0.21842328850747153,0.08551181580514491,0.0262479609865017,0.041196751957778284,0.0937661109780989,0.04134048531858371,0.10505202352628626,0.1767133163929846,0.09902838767367764,0.02248421924346726,0.02248421924346726,0.10632362354905352,0.04883524954323548,0.13045970960763537,0.7134936815636383,0.5082581238089316,0.4596453302704331,0.32524432961615674,0.07485658208311102
42.0,0.2727965880025842,0.18505976033971142,0.0655823781455138,0.14439645745359758,0.31429118077310353,0.27303088384411484,0.2885144264233196,0.2098701316191094,0.07234790082445477,0.024262259117341204,0.03373748907972214,0.08947622248932438,0.04996335845096157,0.1236368448060337,0.18336321935101024,0.08226392524316482,0.01905252503220839,0.01905252503220839,0.09034413493256216,0.04417029772833986,0.13413764716180382,0.6957543306730016,0.47581050972113204,0.43077385846445715,0.2937720078960578,0.07391696312194027
43.0,0.2741113514123423,0.1787293589516641,0.0730844736570296,0.1310197439947535,0.28720426843033986,0.24319535993974814,0.28490712452569994,0.1760943816529519,0.07900038227146773,0.024831846264784598,0.030775157738884566,0.09114074409466161,0.04285272816465855,0.12652445517790192,0.1549406730668664,0.06980153255347328,0.0193409500838385,0.01934094800041169,0.07715089949494805,0.042287616274648485,0.11161954895960548,0.6584665661361905,0.43514509610841245,0.4288424011219205,0.2709179265275481,0.07392991213695753
44.0,0.28419855037064135,0.18466191176815602,0.06809133360412815,0.12561307825487875,0.28884666230540984,0.25039744259495994,0.26790070963528556,0.1816264024656393,0.08344563571690174,0.0238920315717038,0.02967136602368308,0.09285023834818232,0.05353043630482272,0.13990135931469144,0.16149969075973603,0.07468646227221351,0.02957430922126448,0.029574308337008394,0.08219663662861151,0.04878132700933371,0.11280998920720317,0.6320639947300327,0.41977238449899745,0.4171163671637336,0.26847184118838396,0.08005402902684092
45.0,0.280180090328649,0.19049446411093776,0.07203553108315532,0.12500700741661602,0.2894186614845382,0.2426707774725876,0.27120308188206643,0.19010831167333084,0.0867801229188106,0.033045011405725244,0.03841574366409198,0.0986074253599116,0.061205958939662124,0.1420108795269447,0.1702375401864437,0.07851006223708176,0.03779062391505724,0.03779062311637432,0.08675053582160407,0.055469483402233975,0.11396852981079186,0.6135198211475105,0.4187766600246466,0.4150322675777183,0.26350752752492024,0.08560848143068592
46.0,0.26052086172263644,0.18155918380326433,0.06009417142171287,0.10607203880249905,0.2543911948482031,0.22694344525533858,0.2436598813902325,0.18107568887508124,0.07665777537601852,0.032045074567316784,0.03341745191629139,0.08825088047648902,0.09488194872257186,0.12428814458284851,0.1705692986305612,0.06559457946061152,0.03333452917170793,0.03333452853685741,0.08328563558726461,0.0465333708475626,0.10428009532623743,0.5730514439030794,0.35986865643712423,0.3814356530128157,0.2352817970802365,0.08379053768528062
47.0,0.26377132782712376,0.19252404904878478,0.0321399911366032,0.07350975473027167,0.22438944437258687,0.2129997207007411,0.22539249716576235,0.17335558608237198,0.06034766336483354,0.039588689216922185,0.04061684788012068,0.09189158344614538,0.09434438285249674,0.13264913112968255,0.16793688664554288,0.06866181197420389,0.03994440369792313,0.03994440313521471,0.07109188979533877,0.04290488570327746,0.08436792442236653,0.5257268001875658,0.32099372012918725,0.3368735002291365,0.20897257484148887,0.08540280253373624
48.0,0.2548555098945817,0.18208741116774052,0.030105150019870366,0.06718761291702816,0.2027609207034464,0.21720602947050277,0.20861621668672647,0.14885858831035656,0.054591646975905746,0.035548620310955154,0.03707704259247049,0.08074343317176123,0.08544030834359409,0.12013803315978995,0.16021624793505929,0.06213571624257049,0.04429492703730904,0.04429492653201986,0.06093956001650973,0.03910539161079904,0.0764559371337148,0.5012090035595906,0.2815569451612813,0.30038858785722866,0.1880679768210701,0.08203869725445677
49.0,0.25324293982341445,0.17038439508012476,0.0275917402492567,0.06493094659783819,0.19602065206656205,0.21738222466881332,0.20889285994169599,0.1431810978942781,0.05793441979944106,0.040586244254298756,0.04280317688582891,0.08102326112494565,0.08718886537656438,0.1203859503455047,0.15917099141244095,0.06478487912691884,0.0482946865477428,0.04829468607160491,0.06414824358989034,0.03644575321115901,0.07323982211624054,0.4696367944188784,0.25749981812790806,0.26532104976444015,0.18390360669571865,0.0859015530588861
50.0,0.24174323706607448,0.17635257581963557,0.025325520698621113,0.0687083026905053,0.18541290618612444,0.21493396700668135,0.20676357619259453,0.12928185539173614,0.05206286029114711,0.03704274488140799,0.039738318057486226,0.08234026289698256,0.0871178605237613,0.1226489454221716,0.16323165692751704,0.06557523677899517,0.050685944300669805,0.05068594388102284,0.05887250341944403,0.027183843985596878,0.07247373945365124,0.44184260544838105,0.24402634911121412,0.2505178344091219,0.17387682267621013,0.09260418159968922
51.0,0.2312985503040026,0.1723754770278601,0.024326309388982538,0.0657977846362997,0.1901471687548277,0.2133415663016832,0.21369819380514343,0.12377683517766608,0.04953559781404014,0.03561198803139855,0.037827764646330905,0.07826140123320327,0.08597034561499457,0.12781069865473818,0.16834168407630903,0.06852257623561364,0.05458865697467729,0.0545886565816746,0.05574345990006806,0.02647739701557416,0.0751927891407169,0.434414007985063,0.2308808709188859,0.23651676433730115,0.1635696845510682,0.09368663192512877
52.0,0.20490969379248092,0.15421810654638718,0.023701301414165134,0.06192085100760249,0.18424892426724052,0.19322850067409988,0.20334810661220343,0.11464100946575544,0.04671708237656579,0.033969980124552504,0.03533720055781375,0.0804523777439323,0.0796099136145508,0.12501618509746773,0.16104301276446809,0.06365103483149732,0.05089029693394265,0.05089029657511409,0.05278045333204441,0.02585846474723129,0.07009347728627328,0.41576617584488446,0.21501831087724,0.21977475118296114,0.14002536530496582,0.08754785189979683
53.0,0.20147967990345572,0.15304698817838802,0.022340788053625885,0.060827469123527156,0.16672097731272786,0.18162825077558595,0.18619029568271306,0.10510549384734325,0.04750027933193995,0.03685917043312229,0.0398776703630122,0.08804048100875701,0.08343495165113692,0.12301720620606214,0.15628731373266558,0.06742919458155697,0.05614300889518249,0.056143008577757225,0.05328075928949107,0.02829455726112039,0.0727558859779346,0.3904887443241834,0.20982802033912704,0.2095328626735647,0.12961085541960513,0.09377580875252531
54.0,0.1945422253573587,0.1472993508433931,0.021549908477745332,0.059710048185771795,0.16474259239706,0.18157810097473356,0.18011341690128166,0.09898911689304991,0.045932058672328996,0.03562532008562927,0.03752113342453744,0.0852088490465853,0.08055875838367518,0.11608410904060969,0.15216759908326682,0.059971190594932985,0.054215915642234595,0.05421591533656582,0.051864591265170824,0.027235993341753004,0.06588452383469455,0.37643659292289855,0.2042696508106265,0.20423041214785081,0.1231225161295632,0.08795049286524644
55.0,0.18640683519394835,0.13862255442194943,0.022985773048147688,0.058906973454968814,0.15922395238284526,0.17049572015665543,0.17047747315731662,0.09200850725397104,0.03954024438548763,0.03377829391165239,0.036716717751791965,0.09482527539392337,0.07850069581251147,0.11456907413399885,0.14432127179641166,0.0613741841981102,0.052199317922547256,0.05219931763795909,0.049637765811082445,0.02971844141754391,0.06612277063485011,0.3621647573753401,0.2016270981850735,0.19613824050892734,0.11442721638650964,0.08452384045541234
56.0,0.18502971895861486,0.15286840180662284,0.02453081857191209,0.05978560385279183,0.16155334754860706,0.1634193827203108,0.16653835884063342,0.08666885993857078,0.04551748776021136,0.03688296893920146,0.04177487341696477,0.10269878469951883,0.0803502878918202,0.11712806411861394,0.1480404416521787,0.05989324601756121,0.05111947501175551,0.05111947474552787,0.05198609703856456,0.035385613919504386,0.06469554078996272,0.3478184218918401,0.18373404354127537,0.17677938666520138,0.11561424710934096,0.09233127650366088
57.0,0.17998539915305747,0.14588550005506454,0.02359899149472608,0.056977139950690606,0.1571457057237212,0.1542845297773923,0.1582765266042436,0.08208152344032098,0.043329429383941416,0.0349792407617063,0.03962497205774917,0.0994031792297052,0.07629964448286707,0.11119675878152548,0.14192454301536633,0.05684939321995109,0.048456670012526785,0.04845666976243415,0.04908175873243861,0.033788800451135484,0.06112928070691422,0.3348113075206623,0.17733073921111808,0.17099974410153346,0.11778261763423953,0.0878141137907904
58.0,0.17837663621981803,0.14859675042440196,0.027557289951523317,0.05678229814927624,0.15580795037080228,0.15286633251249074,0.15679945375530305,0.08129426865397534,0.043001827507203876,0.03462944835408923,0.03941739979836328,0.1027016610223936,0.07949607438165357,0.1142607896927512,0.14500304491401264,0.060464567494439264,0.052155771519089206,0.05215577127149751,0.04866148872045373,0.03352146002196363,0.060588535475184585,0.3340463144013695,0.17587221413373857,0.16939543907761997,0.11660479145789711,0.09095960934531984
59.0,0.16175992470180642,0.13871327917257734,0.02663048750618953,0.04833796284619423,0.15944818923835097,0.12961326272734763,0.15243527363787163,0.07094513399039523,0.043865021704055145,0.032548043884456215,0.03823523335663541,0.10127791786563282,0.07640111487314394,0.11194963828299972,0.14194822963943968,0.05392035046590372,0.05044161072410694,0.050441610486037985,0.04413043425838044,0.031089949089442778,0.048405094406721576,0.314577627101357,0.17049887313096887,0.16067960680176438,0.11144886705615976,0.08429283743953983
60.0,0.15594699365886283,0.1393499059689025,0.026926183289203647,0.04923931021532923,0.15853474063273826,0.1266890368983398,0.14912649188301536,0.0745573766302782,0.04550655488243305,0.03890022795385584,0.04378820904982823,0.10032775236798776,0.07603720100967985,0.1094679159655954,0.13901860355762982,0.052794202659394746,0.04993502703001047,0.0499350268049271,0.045694762817359326,0.03643076227356031,0.05357956550461112,0.3041874892273717,0.17113062919554317,0.15720659036520152,0.10918530653514956,0.08197631369346838
61.0,0.14869638080466593,0.13437949943550365,0.030051008750683134,0.0480169208790959,0.1553926307923574,0.11994624453893003,0.14159287147211178,0.07614912363652138,0.04855508355447274,0.044574085139643546,0.04677612123079698,0.10095099175658791,0.07556118357073514,0.10606618224731836,0.13200934352913432,0.055748226049658255,0.052720752301683015,0.05272075208061899,0.04468784574806245,0.036000016245937495,0.05632636978232367,0.2918485068039641,0.1598375276374462,0.14868195210684815,0.10520518460302819,0.08778798670309285
62.0,0.14915596253829783,0.13295634908098242,0.03364854169215138,0.054258273426253376,0.15351878228325655,0.11580268401739092,0.13753134590441182,0.07892582891590544,0.05113141966263891,0.05340447248001506,0.05527222522566692,0.10761522140193895,0.0806319782527371,0.10456160487912453,0.12977919601458723,0.06263258996838875,0.06032661225242248,0.06032661203523677,0.04739671446776444,0.03901557851929889,0.06169115700932103,0.272359790687005,0.15789674670596096,0.14619388299599595,0.11015071720254258,0.0969350992204452
